#vn vp In(Murca)_with_SF(np)
4.5 7.0 0.0002893252454824178
4.5 7.5 0.0002309888627710647
4.5 8.0 0.00018428219272155954
4.5 8.5 0.00014684272305317994
4.5 9.0 0.00011683891750555899
4.5 9.5 9.281604646494748e-5
4.5 10.0 7.35937411062836e-5
5.0 0.0 0.0016857064638414777
5.0 0.5 0.0016412728705264485
5.0 1.0 0.001518559349051873
5.0 1.5 0.001343793449076653
5.0 2.0 0.0011470887187791546
5.0 2.5 0.0009529264040058905
5.0 3.0 0.0007765406592045174
5.0 3.5 0.0006247808842912158
5.0 4.0 0.0004987452533344255
5.0 4.5 0.0003963842988256171
5.0 5.0 0.0003143675856831198
5.0 5.5 0.00024916395031974775
5.0 6.0 0.00019754748807921006
5.0 6.5 0.00015676983083081305
5.0 7.0 0.0001245722378992544
5.0 7.5 9.913438498435865e-5
5.0 8.0 7.900610396141761e-5
5.0 8.5 6.304190247350276e-5
5.0 9.0 5.0344121003573824e-5
5.0 9.5 4.0213929327151674e-5
5.0 10.0 3.21085740006466e-5
5.5 0.0 0.0007633563409847391
5.5 0.5 0.0007428632800191154
5.5 1.0 0.0006863818582582062
5.5 1.5 0.0006062201470321954
5.5 2.0 0.0005163510902008509
5.5 2.5 0.0004279594303241687
5.5 3.0 0.0003478801296400697
5.5 3.5 0.00027911768995918
5.5 4.0 0.00022210260412600365
5.5 4.5 0.00017586938536010021
5.5 5.0 0.00013888505994748057
5.5 5.5 0.00010953451928797984
5.5 6.0 8.63548616650988e-5
5.5 6.5 6.811303270134554e-5
5.5 7.0 5.380057518638057e-5
5.5 7.5 4.259720111175947e-5
5.5 8.0 3.3833964089915464e-5
5.5 8.5 2.6967759095071395e-5
5.5 9.0 2.156525479678331e-5
5.5 9.5 1.728930160869872e-5
5.5 10.0 1.388325183935875e-5
6.0 0.0 0.0003469134989462054
6.0 0.5 0.0003375088298858475
6.0 1.0 0.0003116391076633792
6.0 1.5 0.0002750297852675584
6.0 2.0 0.00023408370114013906
6.0 2.5 0.0001938368944754076
6.0 3.0 0.0001573307102268454
6.0 3.5 0.00012591520157330998
6.0 4.0 9.98204417779965e-5
6.0 4.5 7.865521689157517e-5
6.0 5.0 6.175429110036552e-5
6.0 5.5 4.839246700919609e-5
6.0 6.0 3.78982209315757e-5
6.0 6.5 2.969750211726772e-5
6.0 7.0 2.3316562823187725e-5
6.0 7.5 1.8368101010024076e-5
6.0 8.0 1.453591899009247e-5
6.0 8.5 1.1563703737183278e-5
6.0 9.0 9.247394901122615e-6
6.0 9.5 7.428700095415143e-6
6.0 10.0 5.988048086124417e-6
6.5 0.0 0.00015798560279027435
6.5 0.5 0.00015371645542881562
6.5 1.0 0.00014197925484543602
6.5 1.5 0.0001253760429245386
6.5 2.0 0.00010679399981053687
6.5 2.5 8.848633974178029e-5
6.5 3.0 7.181309182385853e-5
6.5 3.5 5.739304642818999e-5
6.5 4.0 4.535751154471432e-5
6.5 4.5 3.556233749346441e-5
6.5 5.0 2.7733849254394734e-5
6.5 5.5 2.1560215774624144e-5
6.5 6.0 1.6741661528146794e-5
6.5 6.5 1.301195786221136e-5
6.5 7.0 1.0143605972481279e-5
6.5 7.5 7.94648294641781e-6
6.5 8.0 6.26492392413078e-6
6.5 8.5 4.97440423944637e-6
6.5 9.0 3.977703399468529e-6
6.5 9.5 3.200672389138469e-6
6.5 10.0 2.5880029388642047e-6
7.0 0.0 7.200845443721086e-5
7.0 0.5 7.009670013124718e-5
7.0 1.0 6.483082864958847e-5
7.0 1.5 5.735618210748543e-5
7.0 2.0 4.8952770976639364e-5
7.0 2.5 4.0630235743021725e-5
7.0 3.0 3.300730755571546e-5
7.0 3.5 2.63741670479611e-5
7.0 4.0 2.080402008861703e-5
7.0 4.5 1.6247384268526706e-5
7.0 5.0 1.2595270315094538e-5
7.0 5.5 9.71685283216333e-6
7.0 6.0 7.480085957846546e-6
7.0 6.5 5.762158142424494e-6
7.0 7.0 4.454439678684083e-6
7.0 7.5 3.4644987786769378e-6
7.0 8.0 2.71633043069074e-6
7.0 8.5 2.149335431394068e-6
7.0 9.0 1.7165090999888177e-6
7.0 9.5 1.3823051373233006e-6
7.0 10.0 1.1205128507496033e-6
7.5 0.0 3.28139112275941e-5
7.5 0.5 3.1968133762189336e-5
7.5 1.0 2.9629414846231244e-5
7.5 1.5 2.6287637495051737e-5
7.5 2.0 2.250132578329005e-5
7.5 2.5 1.8722609602321616e-5
7.5 3.0 1.5236760362137663e-5
7.5 3.5 1.2183068899402243e-5
7.5 4.0 9.602631999819315e-6
7.5 4.5 7.480764404682019e-6
7.5 5.0 5.774819562725909e-6
7.5 5.5 4.429845859813413e-6
7.5 6.0 3.387257088125773e-6
7.5 6.5 2.5902223637070126e-6
7.5 7.0 1.987235793161938e-6
7.5 7.5 1.5341021667993339e-6
7.5 8.0 1.1945008724942576e-6
7.5 8.5 9.395713344665404e-7
7.5 9.0 7.470077972166582e-7
7.5 9.5 5.99984358171209e-7
7.5 10.0 4.860851912158828e-7
8.0 0.0 1.4935585682043118e-5
8.0 0.5 1.4564065515844052e-5
8.0 1.0 1.3532259641798887e-5
8.0 1.5 1.204662774489405e-5
8.0 2.0 1.0347738741430087e-5
8.0 2.5 8.636341931443417e-6
8.0 3.0 7.044127451932908e-6
8.0 3.5 5.639243636147172e-6
8.0 4.0 4.445346948130545e-6
8.0 4.5 3.459724231307685e-6
8.0 5.0 2.665540698539529e-6
8.0 5.5 2.0389737820171565e-6
8.0 6.0 1.5534945820406234e-6
8.0 6.5 1.1827979735614817e-6
8.0 7.0 9.028270108447848e-7
8.0 7.5 6.929000234133955e-7
8.0 8.0 5.360387039453027e-7
8.0 8.5 4.1877092019333616e-7
8.0 9.0 3.306925743038932e-7
8.0 9.5 2.63959384136688e-7
8.0 10.0 2.127796296016419e-7
8.5 0.0 6.78558312911953e-6
8.5 0.5 6.622534657624158e-6
8.5 1.0 6.168195253454761e-6
8.5 1.5 5.509828319500024e-6
8.5 2.0 4.750400050242422e-6
8.5 2.5 3.977987462680356e-6
8.5 3.0 3.2528754441495e-6
8.5 3.5 2.6085210220815306e-6
8.5 4.0 2.058372760425148e-6
8.5 4.5 1.6030224795812656e-6
8.5 5.0 1.2355920734466305e-6
8.5 5.5 9.453423541998138e-7
8.5 6.0 7.200680317178744e-7
8.5 6.5 5.476770224489277e-7
8.5 7.0 4.1715364114162547e-7
8.5 7.5 3.1904523145376984e-7
8.5 8.0 2.45597572575641e-7
8.5 8.5 1.9065722793819854e-7
8.5 9.0 1.494566525967827e-7
8.5 9.5 1.183734278389822e-7
8.5 10.0 9.47059697577575e-8
9.0 0.0 3.0759019146062677e-6
9.0 0.5 3.004026162738469e-6
9.0 1.0 2.8033793007403614e-6
9.0 1.5 2.5114786235860545e-6
9.0 2.0 2.1726856950372375e-6
9.0 2.5 1.8254596839175735e-6
9.0 3.0 1.4970306252912007e-6
9.0 3.5 1.2034490396109347e-6
9.0 4.0 9.518549597324553e-7
9.0 4.5 7.431601067727639e-7
9.0 5.0 5.744384522375267e-7
9.0 5.5 4.4079020855336973e-7
9.0 6.0 3.366358689282549e-7
9.0 6.5 2.565081268214386e-7
9.0 7.0 1.954721229662919e-7
9.0 7.5 1.4930864660579364e-7
9.0 8.0 1.1455439418963587e-7
9.0 8.5 8.845243527627431e-8
9.0 9.0 6.88523348214881e-8
9.0 9.5 5.409786976080274e-8
9.0 10.0 4.292792588699063e-8
9.5 0.0 1.3906843053226486e-6
9.5 0.5 1.35872478370201e-6
9.5 1.0 1.2694729602184757e-6
9.5 1.5 1.139495564555735e-6
9.5 2.0 9.883307727687205e-7
9.5 2.5 8.329220159667927e-7
9.5 3.0 6.853828889667889e-7
9.5 3.5 5.530250398051928e-7
9.5 4.0 4.3923242781113385e-7
9.5 4.5 3.4453640630424865e-7
9.5 5.0 2.676737812236428e-7
9.5 5.5 2.0647003825902696e-7
9.5 6.0 1.584536470666428e-7
9.5 6.5 1.212183665272389e-7
9.5 7.0 9.260539895245278e-8
9.5 7.5 7.077329571397965e-8
9.5 8.0 5.4205066102419613e-8
9.5 8.5 4.168288115287408e-8
9.5 9.0 3.2245859451437864e-8
9.5 9.5 2.51420594467557e-8
9.5 10.0 1.9785603392911693e-8
10.0 0.0 6.268760991841813e-7
10.0 0.5 6.124971708803332e-7
10.0 1.0 5.723972241720095e-7
10.0 1.5 5.141485511196119e-7
10.0 2.0 4.4662376224138697e-7
10.0 2.5 3.7741370398204383e-7
10.0 3.0 3.1181787444978663e-7
10.0 3.5 2.5293371029720945e-7
10.0 4.0 2.0214652528830393e-7
10.0 4.5 1.596540365787426e-7
10.0 5.0 1.2491983529100287e-7
10.0 5.5 9.70303474768746e-8
10.0 6.0 7.494428014126123e-8
10.0 6.5 5.7643395452880835e-8
10.0 7.0 4.4209982195178484e-8
10.0 7.5 3.3856673350106995e-8
10.0 8.0 2.5928462628438732e-8
10.0 8.5 1.9891535441233e-8
10.0 9.0 1.5317193931520754e-8
10.0 9.5 1.1864242887951429e-8
10.0 10.0 9.262311613361868e-9
